Backpack Acceleration Sensor, Human Sensor Module
time, accX, accY, accZ, gyX, gyY, gyZ
9.13, 0.26, -0.11, 1.11, 10960.00, 12372.00, -4161.00
9.16, 0.39, -0.09, 1.22, 5262.00, 2949.00, 3658.00
9.19, 0.31, -0.31, 1.24, 6084.00, 3559.00, -3488.00
9.23, 0.49, -0.24, 1.29, 8354.00, 3152.00, -14630.00
9.27, 0.40, -0.31, 1.42, 20360.00, 630.00, -11896.00
9.31, 0.70, -0.35, 1.73, 6828.00, 18169.00, -8736.00
9.35, 0.10, 0.17, 1.11, -7136.00, 8299.00, -23223.00
9.40, 0.47, 0.03, 0.94, -7102.00, 10895.00, -20464.00
9.45, 0.14, 0.33, 1.04, 14554.00, 12849.00, 1415.00
9.49, -0.15, -0.08, 1.37, 4283.00, 10836.00, -2495.00
9.53, -0.02, -0.36, 1.26, -243.00, 11630.00, -6493.00
9.58, -0.25, 0.30, 1.05, -220.00, 6396.00, 2682.00
9.63, -0.01, -0.01, 0.87, -5905.00, 7522.00, 4514.00
9.67, -0.24, 0.27, 1.09, -11789.00, -736.00, 3293.00
9.72, 0.01, 0.30, 1.24, -2529.00, -91.00, 633.00
9.76, -0.09, -0.10, 1.06, -1752.00, 1929.00, -2397.00
9.81, -0.11, 0.07, 1.09, -3093.00, -963.00, 2571.00
9.85, 0.09, 0.29, 0.96, -6627.00, 1094.00, 3473.00
9.90, -0.08, -0.29, 1.18, -5701.00, -2680.00, 907.00
9.94, 0.11, 0.01, 0.95, -5484.00, -2364.00, 4119.00
9.99, -0.13, 0.02, 0.97, -2537.00, -3229.00, 4977.00
10.03, -0.14, 0.05, 1.20, -4120.00, -382.00, -1574.00
10.08, -0.16, -0.12, 1.18, 7179.00, 3701.00, 3248.00
10.12, -0.07, -0.23, 1.22, 2820.00, -2594.00, 1470.00
10.17, 0.20, -0.03, 0.86, 3298.00, 5528.00, 2054.00
10.21, -0.22, -0.13, 1.27, 1990.00, -1961.00, 2049.00
10.26, 0.09, -0.11, 0.95, 3787.00, 1320.00, 1958.00
