Backpack Acceleration Sensor, Human Sensor Module
time, accX, accY, accZ, gyX, gyY, gyZ
5.79, -0.06, 0.22, 1.08, 3932.00, 5384.00, 9753.00
5.83, 0.05, 0.27, 0.91, 3578.00, 4002.00, 6694.00
5.86, -0.15, 0.32, 1.12, 169.00, 4837.00, 3199.00
5.89, -0.11, 0.37, 1.03, 1837.00, 4662.00, 4519.00
5.93, -0.11, 0.36, 1.04, 4811.00, 4252.00, 6996.00
5.97, -0.10, 0.42, 0.95, 4926.00, 4347.00, 7607.00
6.01, -0.07, 0.37, 0.90, 8708.00, 7514.00, 8042.00
6.05, -0.08, 0.30, 0.74, 11855.00, 11281.00, 7196.00
6.10, -0.16, 0.68, 1.15, 10248.00, 11563.00, 6929.00
6.15, -0.11, 0.37, 0.84, -350.00, 1335.00, 5840.00
6.19, 0.01, 0.51, 0.95, -424.00, 3132.00, 4168.00
6.23, -0.03, 0.47, 0.92, 1709.00, 3592.00, 1843.00
6.27, 0.01, 0.59, 0.54, 12559.00, -5228.00, 463.00
6.32, 0.06, 0.42, 0.93, 9749.00, -2125.00, 604.00
6.36, 0.26, 0.72, 0.76, 14212.00, 39.00, 737.00
6.40, -0.26, 0.53, 0.88, 16479.00, 3126.00, 10458.00
6.45, -0.29, 0.67, 0.56, -1765.00, 5445.00, 17412.00
6.49, -0.12, 0.68, 0.78, -4830.00, 720.00, 11454.00
6.54, 0.25, 0.66, 0.52, 3111.00, 60.00, 22434.00
6.58, -0.18, 0.74, 0.57, 2431.00, -443.00, 15308.00
6.62, -0.40, 0.54, 0.65, 6650.00, -4068.00, 12476.00
6.67, -0.41, 0.78, 0.39, 8078.00, -18286.00, 15564.00
6.71, -0.06, 0.31, 0.18, 5446.00, -32768.00, 24082.00
6.76, 0.83, 0.51, 0.64, -3821.00, 7985.00, 530.00
6.80, 0.49, 0.73, 0.68, 6218.00, 7875.00, 7535.00
6.85, 0.28, 0.61, 0.64, 3872.00, 10022.00, 5533.00
6.89, 0.19, 0.34, 0.56, -16106.00, 7610.00, 12429.00
6.94, 0.21, 0.39, 0.89, -4368.00, 2725.00, 20362.00
6.98, 0.68, 0.76, 0.67, -5494.00, 9601.00, 8625.00
7.03, 0.04, 0.82, 0.25, -21096.00, -5888.00, 17311.00
7.07, 0.79, 0.46, -0.47, -17310.00, 12496.00, 1257.00
7.12, 0.55, 0.04, 1.01, -13094.00, 13130.00, -1877.00
7.17, 0.63, 0.22, 0.46, -15475.00, 15647.00, -4109.00
7.21, 0.25, -0.07, 1.31, -17138.00, 14324.00, -8406.00
7.26, -0.01, 0.38, 1.31, -2675.00, 6739.00, -3071.00
7.30, -0.12, 0.10, 1.10, -1839.00, 1879.00, 1550.00
7.35, 0.01, 0.08, 1.32, -926.00, -2139.00, 2959.00
7.39, 0.22, 0.14, 1.09, 1547.00, 797.00, -458.00
7.44, 0.12, 0.14, 1.12, 242.00, -938.00, 252.00
7.48, 0.21, -0.02, 0.98, 953.00, -428.00, -153.00
7.52, 0.36, 0.16, 0.98, 7301.00, 4931.00, -2191.00
7.56, 0.24, 0.35, 0.88, -481.00, 769.00, -685.00
7.60, 0.17, 0.09, 0.98, 139.00, 2205.00, -331.00
7.65, 0.12, 0.15, 1.08, 1374.00, 1129.00, 276.00
7.69, 0.10, 0.23, 1.18, 120.00, -1043.00, 620.00
7.73, 0.22, 0.10, 0.89, -131.00, -670.00, 656.00
7.77, 0.31, 0.24, 0.88, -2900.00, -3258.00, -216.00
7.82, 0.13, 0.21, 0.63, -4001.00, -3471.00, -2114.00
7.86, 0.20, 0.40, 0.67, -921.00, -10744.00, 2741.00
7.91, 0.24, -0.16, 0.88, -1246.00, 431.00, 3978.00
7.95, 0.26, 0.00, 1.13, 637.00, -1204.00, 905.00
7.99, -0.26, 0.13, 1.68, 5289.00, -6566.00, 6984.00
8.04, 0.56, 0.19, 0.47, -7736.00, -12348.00, -1111.00
8.08, 0.79, 0.07, 0.64, -6243.00, -6575.00, -2888.00
8.13, 0.52, -0.12, 0.72, -10460.00, -6087.00, -10108.00
8.18, 0.48, 0.29, 0.92, -14949.00, -2530.00, -11441.00
8.23, 0.40, -0.19, 0.90, -4161.00, -2678.00, -6386.00
8.27, 0.62, 0.40, 1.06, 5919.00, 3591.00, -1453.00
8.31, 0.43, -0.11, 1.15, -951.00, 163.00, -1233.00
8.36, 0.92, 0.31, 0.64, 7936.00, -9732.00, -5740.00
8.40, 0.39, 0.06, 0.73, 14322.00, -8363.00, -7432.00
8.45, 0.38, 0.09, 1.22, 15734.00, -1860.00, -7381.00
8.50, 0.44, 0.17, 1.20, 13142.00, -14615.00, -5283.00
8.54, 1.07, 0.33, 0.67, 21196.00, -19345.00, -12113.00
8.59, 1.05, 1.21, 0.59, 32767.00, 875.00, -2372.00
8.63, 0.55, 0.55, 0.21, 13764.00, -1665.00, -11855.00
8.68, 0.75, 0.77, 0.25, 11313.00, -1642.00, -12474.00
8.73, 0.79, 0.73, -0.01, 23899.00, 6997.00, -21355.00
8.77, 0.62, 1.19, 0.24, 14358.00, 9019.00, -7548.00
8.82, 0.38, 1.09, -0.15, 16721.00, 8216.00, -12521.00
8.87, -1.02, 0.07, 1.64, -9039.00, 32767.00, -16657.00
8.91, 1.48, 1.33, -1.04, -32768.00, 5063.00, -8212.00
8.96, -0.04, 0.60, 0.33, -32768.00, -3782.00, -2375.00
9.15, 0.21, -0.51, 0.90, -5807.00, 24940.00, 5824.00
9.18, -0.00, -0.51, 0.86, 2653.00, 23782.00, 4192.00
9.19, 0.14, -0.46, 0.78, -5073.00, 16450.00, 8363.00
9.25, 0.14, -0.46, 0.95, -12019.00, 9822.00, 10979.00
9.29, -0.07, -0.50, 0.98, -13987.00, 6987.00, 8262.00
9.34, -0.17, -0.60, 0.83, -9986.00, 6613.00, 3764.00
9.38, -0.23, -0.64, 0.74, -3825.00, 10396.00, 227.00
9.43, -0.17, -0.61, 0.65, -4704.00, 8943.00, -4853.00
9.48, -0.29, -0.55, 0.75, -3810.00, 5847.00, -3949.00
9.52, -0.30, -0.91, 0.71, -4191.00, -2866.00, 1867.00
9.57, -0.21, -0.64, 0.75, 294.00, -2468.00, -1165.00
