Backpack Acceleration Sensor, Human Sensor Module
time, accX, accY, accZ, gyX, gyY, gyZ
0.00, -0.03, 0.08, 0.76, -10566.00, 5355.00, -6249.00
0.04, 0.12, 0.01, 0.84, -21439.00, 12899.00, 2524.00
0.07, 0.04, 0.45, 1.22, -10931.00, 15187.00, 3090.00
0.11, 0.27, 0.05, 1.08, 4019.00, 10923.00, 6304.00
0.14, 0.34, -0.22, 0.77, 6927.00, 5256.00, 7740.00
0.17, -0.03, -0.02, 0.55, 12395.00, 3118.00, 6145.00
0.21, 0.11, -0.18, 0.09, 17121.00, -2817.00, -825.00
0.24, -0.21, 0.19, 0.38, 15723.00, -6166.00, 647.00
0.28, 0.14, 0.45, 0.18, 32767.00, -18539.00, 32767.00
0.31, 0.56, 0.37, 2.00, -5476.00, -2435.00, 1404.00
0.34, 0.02, 0.26, 0.62, -1396.00, 2930.00, 1075.00
0.37, 0.06, 0.28, 0.63, -867.00, 4105.00, 890.00
0.40, 0.11, 0.54, 0.89, 597.00, 2396.00, 1969.00
0.44, -0.00, 0.50, 1.01, 772.00, 480.00, 1450.00
0.47, 0.03, 0.43, 0.84, 258.00, 1041.00, 1435.00
0.51, 0.06, 0.47, 0.84, -477.00, 2569.00, 1454.00
0.54, 0.07, 0.46, 0.76, 1186.00, 2023.00, 2514.00
0.57, -0.01, 0.49, 0.86, 1753.00, 1099.00, 2708.00
0.61, -0.07, 0.52, 0.91, 1504.00, 149.00, 852.00
0.64, -0.04, 0.47, 0.80, 1457.00, -515.00, -490.00
0.67, 0.03, 0.50, 0.78, 2428.00, -834.00, -1164.00
0.71, -0.14, 0.52, 0.76, 3251.00, -900.00, -1795.00
0.74, -0.11, 0.64, 0.75, 4797.00, -10.00, -2681.00
0.77, 0.04, 0.41, 0.95, 41.00, -3106.00, -3648.00
0.81, 0.04, 0.58, 0.84, 169.00, -2500.00, -974.00
0.84, -0.14, 0.61, 0.95, -577.00, -166.00, 278.00
0.87, -0.16, 0.51, 0.86, -2002.00, -248.00, -1092.00
0.91, -0.10, 0.56, 0.81, -3003.00, -1325.00, -3444.00
0.95, 0.00, 0.59, 0.80, -2833.00, -1879.00, -3745.00
0.97, 0.03, 0.48, 0.73, 673.00, -3730.00, -700.00
1.00, 0.08, 0.48, 0.82, -111.00, -1998.00, -1416.00
