Backpack Acceleration Sensor, Human Sensor Module
time, accX, accY, accZ, gyX, gyY, gyZ
0.00, 0.49, -0.11, 0.70, 6729.00, -3095.00, -7856.00
0.04, 0.56, 0.01, 0.86, 841.00, -3032.00, -4960.00
0.08, 0.45, -0.24, 1.10, -1344.00, -5082.00, -1485.00
0.11, 0.57, -0.39, 0.97, 11949.00, -12996.00, -6758.00
0.14, 0.70, -0.09, 0.88, 13675.00, -20784.00, -13866.00
0.18, 0.84, 0.18, 0.91, 5158.00, -15259.00, -13747.00
0.21, 0.97, 0.25, 0.65, 2266.00, -9433.00, -17564.00
0.24, 1.00, 0.54, 0.70, -5368.00, 13888.00, -18560.00
0.28, 0.66, 0.36, 1.18, -12790.00, 25678.00, -11368.00
0.31, 0.46, 0.56, 1.33, -1441.00, 24766.00, -17941.00
0.34, 0.16, 0.75, 1.37, -1488.00, 23993.00, -9896.00
0.38, 0.04, 0.26, 1.05, -2011.00, 14340.00, -4378.00
0.41, 0.11, -0.18, 1.00, -1853.00, 11052.00, -8017.00
0.44, 0.26, 0.16, 1.55, 1100.00, 19527.00, -10560.00
0.48, 0.38, 0.05, 1.71, -4042.00, 3802.00, -9366.00
0.54, 0.10, 0.24, 1.11, 1236.00, -7860.00, -10194.00
0.55, 0.19, 0.31, 1.09, 1057.00, -7312.00, -6457.00
0.58, 0.09, 0.21, 1.01, -1383.00, -9162.00, -2007.00
0.61, 0.13, 0.08, 0.90, -2221.00, -12851.00, -4082.00
0.64, 0.05, 0.24, 0.79, -3883.00, -13070.00, -3762.00
0.68, 0.10, 0.15, 0.60, -216.00, -15267.00, 631.00
0.71, 0.10, -0.03, 0.36, 15194.00, -15976.00, 266.00
0.74, 0.19, 0.15, 0.27, 20075.00, -8503.00, -1549.00
0.78, 0.12, 0.13, 0.21, 17980.00, -2453.00, -5766.00
0.81, 0.12, 0.01, 0.13, 8725.00, 3379.00, -5768.00
0.84, 0.03, -0.11, 0.77, 4295.00, -5137.00, -14232.00
0.88, 0.17, -0.00, 0.75, -790.00, -3701.00, -13654.00
0.91, 0.57, 0.84, 0.07, 8561.00, -6099.00, -13668.00
0.94, 0.48, 0.90, 0.40, -19390.00, 29608.00, -4355.00
0.98, -0.15, -0.18, 1.98, -7708.00, 32767.00, -12103.00
1.01, -0.74, -0.02, 1.73, 7979.00, 16693.00, -9081.00
1.04, 0.15, 0.26, 0.90, -821.00, -10322.00, -4948.00
1.08, 0.06, 0.45, 0.17, -27783.00, -18183.00, 1144.00
1.11, 0.43, 0.19, -0.02, -32768.00, -1997.00, 10141.00
1.14, 0.25, 0.05, 0.60, -24779.00, 30133.00, 6784.00
1.17, -0.87, -1.09, 1.92, 3012.00, 29303.00, -8913.00
1.21, 0.80, 1.13, 2.00, 6487.00, -15093.00, -14802.00
1.24, -0.37, 0.19, 1.27, -2738.00, -5901.00, -4766.00
1.28, 0.29, -0.25, 0.95, -2570.00, -1616.00, -8223.00
1.31, -0.15, -0.27, 0.74, 2724.00, -1687.00, -11372.00
1.34, -0.62, -0.19, 0.97, 12076.00, -27470.00, -10276.00
1.37, 0.44, -0.35, 1.40, 1882.00, -8220.00, -10035.00
1.41, 0.13, 0.27, 1.42, -3140.00, 3865.00, -15343.00
1.44, 0.62, -0.02, -0.43, -27970.00, 19375.00, 1550.00
1.48, 0.20, -0.20, 0.97, -20356.00, 29394.00, -207.00
1.53, 1.08, -0.53, 0.16, -2429.00, 32767.00, -1967.00
1.55, -1.08, -0.21, 1.23, 11709.00, 32767.00, -12031.00
1.57, -0.07, 0.04, 0.25, 18804.00, 32767.00, -11730.00
1.61, -0.75, 0.35, 0.19, -794.00, 32767.00, 323.00
1.64, -1.79, -0.02, 0.75, -9210.00, 10144.00, 14481.00
1.67, -0.85, -0.68, 0.87, 20938.00, -10497.00, 15335.00
1.71, -1.02, -0.07, 0.99, 16656.00, -10923.00, -4513.00
1.74, -0.58, 0.01, 0.61, 7418.00, 3073.00, -1765.00
1.77, -1.03, -0.10, 0.79, 5972.00, 1909.00, 1585.00
1.81, -1.01, -0.15, 0.70, 3579.00, -3573.00, 4045.00
1.84, -1.04, -0.04, 0.38, -6894.00, -24823.00, -1843.00
1.88, -0.33, 0.05, 0.87, -4613.00, -17389.00, -9457.00
1.91, 0.01, 0.35, 0.37, 2062.00, -21504.00, -12875.00
1.94, -0.59, -0.10, 1.37, -184.00, -2697.00, -1872.00
1.97, -0.07, -0.07, 0.82, -404.00, -1679.00, 309.00
2.01, 0.10, -0.06, 0.69, -530.00, 1317.00, 3753.00
2.04, -0.40, -0.01, 1.03, 2256.00, 10918.00, 8444.00
2.07, -0.71, 0.25, 0.86, -1358.00, 8787.00, 3093.00
2.11, -0.81, -0.07, 1.21, -6817.00, 5328.00, -3090.00
2.14, -0.72, 0.22, 1.44, 3716.00, -7010.00, -262.00
2.17, -0.66, 0.19, 0.88, 10188.00, -26741.00, 8984.00
2.21, 0.45, -0.54, -0.65, -8676.00, -10597.00, 7734.00
2.24, -1.49, 0.18, 0.66, -4605.00, -23809.00, 8001.00
2.27, -0.27, -0.26, 0.16, -6965.00, -10628.00, 2270.00
2.31, -0.51, 0.12, 0.62, -17687.00, -19198.00, 3985.00
2.34, -0.53, -1.05, 1.18, -7725.00, -32768.00, 12313.00
2.37, 0.91, 0.70, 0.73, 5367.00, -5141.00, -14191.00
2.41, -0.42, -0.98, 0.76, 9727.00, -6095.00, -32768.00
2.44, -0.48, -0.65, 1.43, -17808.00, -32768.00, 7636.00
2.48, -0.44, -0.05, 1.05, -687.00, 10607.00, 7628.00
2.53, 0.15, -0.18, 0.90, -3799.00, 642.00, 1694.00
2.55, 0.07, -0.16, 0.92, -3239.00, 196.00, 1102.00
2.57, 0.13, -0.21, 0.91, -3003.00, -96.00, 933.00
2.61, 0.12, -0.21, 0.94, -2304.00, -707.00, 756.00
2.64, 0.21, -0.23, 0.92, -358.00, -643.00, 1729.00
2.67, 0.15, -0.22, 0.95, 1123.00, 179.00, 2862.00
2.71, 0.12, -0.23, 0.99, 757.00, -1006.00, 2994.00
2.74, 0.11, -0.19, 0.96, 707.00, -354.00, 3185.00
2.78, 0.02, -0.22, 0.94, 1022.00, -852.00, 2530.00
2.81, -0.01, -0.16, 1.01, 1728.00, 5.00, 1221.00
2.84, -0.01, -0.20, 0.95, -176.00, 611.00, -433.00
2.87, -0.01, -0.20, 1.01, 330.00, 2072.00, -1241.00
2.91, 0.06, -0.19, 0.91, 685.00, 694.00, -3255.00
2.94, 0.18, -0.18, 0.99, 1023.00, 2850.00, -1680.00
2.97, 0.22, -0.20, 1.01, 177.00, 1610.00, 406.00
3.01, 0.35, -0.19, 0.72, -413.00, -3364.00, 1848.00
3.04, 0.15, -0.20, 0.76, 3587.00, -5876.00, 2299.00
3.07, 0.01, -0.24, 1.35, 10019.00, 8927.00, 4910.00
3.11, -0.03, -0.29, 1.65, 2079.00, 629.00, 61.00
3.14, 0.06, -0.23, 1.12, -5029.00, -508.00, -29.00
3.17, 0.04, -0.16, 0.87, -5325.00, 1165.00, 303.00
3.21, 0.19, -0.04, 0.70, -17.00, 2285.00, 594.00
3.24, 0.03, -0.09, 0.95, 800.00, -1214.00, -1179.00
3.27, 0.07, -0.17, 1.13, -222.00, -839.00, -1158.00
3.31, -0.07, -0.15, 0.92, 218.00, 476.00, -3335.00
3.34, 0.09, -0.19, 1.07, -1669.00, 3502.00, -1435.00
3.37, -0.07, -0.21, 1.00, -3227.00, 1677.00, -4048.00
3.41, -0.06, -0.18, 0.88, -1049.00, 1240.00, -4777.00
3.44, 0.20, -0.21, 0.96, 963.00, 1120.00, -3572.00
3.47, 0.30, -0.24, 0.97, 275.00, -84.00, -217.00
