Backpack Acceleration Sensor, Human Sensor Module
time, accX, accY, accZ, gyX, gyY, gyZ
0.00, -0.25, 0.13, 0.72, -5443.00, 3014.00, -7818.00
0.04, -0.15, -0.36, 0.53, -21006.00, 18255.00, -9820.00
0.07, -0.18, -0.38, 0.26, -32768.00, 29590.00, 6523.00
0.11, -1.82, -0.63, 1.58, -12740.00, 24942.00, 13997.00
0.14, -0.24, -0.61, 0.03, 2904.00, 8270.00, 5765.00
0.17, -1.07, -0.47, 0.64, 4527.00, -5474.00, 1279.00
0.21, -0.85, -0.39, 0.74, 3997.00, -6200.00, -3532.00
0.24, -0.35, -0.38, 0.46, 7034.00, -4336.00, -7670.00
0.28, -0.55, -0.28, 0.72, 8462.00, -1799.00, -6204.00
0.31, -0.37, -0.27, 0.54, 10188.00, 485.00, -5684.00
0.34, -0.67, -0.46, 0.91, 5664.00, -734.00, -2774.00
0.37, -0.56, -0.03, 0.88, -254.00, -433.00, 1200.00
0.41, -0.57, -0.35, 0.82, 4030.00, 166.00, 5030.00
0.44, -0.33, -0.02, 0.78, 5902.00, 2738.00, -2878.00
0.48, -0.96, 0.01, 0.88, 6381.00, 6526.00, 5104.00
0.51, -1.08, -0.24, 0.97, -1619.00, -2557.00, 9741.00
0.54, -0.32, -0.36, 0.63, -2331.00, -22368.00, 5990.00
0.57, -0.53, 0.16, 0.68, -3995.00, -32768.00, 832.00
0.61, -0.08, -0.18, 0.76, -10027.00, -6003.00, 231.00
0.64, -0.27, -0.38, 0.55, -2073.00, -3566.00, -1557.00
0.67, -0.37, -0.28, 0.80, 1552.00, -4961.00, -2002.00
0.71, -0.45, -0.30, 0.66, 8531.00, -3692.00, -5727.00
0.74, -0.13, 0.08, 0.70, 5429.00, 8263.00, -8952.00
0.77, -0.22, 0.84, 1.37, -4632.00, 11641.00, -4097.00
0.81, 0.11, -0.24, 0.13, -16954.00, 21051.00, -2829.00
0.84, -0.06, -0.61, 0.12, -15059.00, 25760.00, -620.00
0.87, -0.84, -0.36, 1.07, -8934.00, 8602.00, -3542.00
0.91, 0.06, -0.53, -0.22, -11999.00, 7917.00, -10695.00
0.94, -0.70, -0.56, 0.48, -18996.00, 20007.00, -14806.00
0.97, 0.47, 0.11, 0.04, 12384.00, 5746.00, -8498.00
1.01, -1.63, -0.14, 2.00, 30222.00, -14458.00, -3763.00
1.04, 0.08, -0.28, 0.18, 32767.00, -27122.00, -10363.00
1.07, -0.69, -0.30, 1.20, 19190.00, -25140.00, -12344.00
1.11, -0.52, -0.36, 1.18, 2042.00, -23635.00, -12178.00
1.14, -0.64, -0.13, 0.92, 5632.00, -17910.00, -22692.00
1.17, -0.48, -0.90, 1.36, 15399.00, -11544.00, -17077.00
1.21, -0.23, -0.31, 0.39, 13982.00, -10647.00, -4630.00
1.24, 0.04, 0.01, 0.28, 14711.00, -31357.00, 11986.00
1.27, -0.31, 0.77, 0.72, 19677.00, -30564.00, -2294.00
1.31, 0.21, -0.57, 0.30, 30260.00, -32274.00, -27779.00
1.34, 0.89, -2.00, 2.00, -15519.00, 32767.00, -6958.00
1.37, -0.13, 0.10, 0.97, 10727.00, 29850.00, -1613.00
1.41, -0.34, -0.12, 0.78, -3670.00, 6116.00, 4660.00
1.44, 0.09, -0.30, 0.94, -6384.00, 14195.00, 5417.00
1.48, 0.02, -0.16, 0.91, 4895.00, 766.00, 1348.00
1.51, -0.33, -0.11, 1.11, -4521.00, -2338.00, -6007.00
1.54, -0.16, -0.26, 0.82, -5566.00, -3672.00, -11502.00
1.57, 0.03, -0.11, 0.94, -12095.00, -8862.00, -13558.00
1.61, 0.11, -0.15, 1.18, -22332.00, -7829.00, -10522.00
1.64, 0.41, -0.05, 1.35, -28161.00, -3145.00, -4582.00
1.67, 0.49, -0.27, 1.27, -10487.00, 2697.00, -2261.00
1.71, 0.33, -0.18, 0.88, 5720.00, 3757.00, -5614.00
1.74, 0.13, -0.50, 1.00, 9426.00, -25.00, -7753.00
1.77, 0.17, -0.62, 1.20, -7930.00, -2660.00, -7738.00
1.81, 0.17, -0.29, 1.12, -14737.00, -4085.00, -4425.00
1.84, 0.12, -0.21, 0.82, -7559.00, -7373.00, -1851.00
1.87, -0.05, -0.36, 0.95, -8332.00, -3583.00, -189.00
1.90, 0.04, -0.45, 1.16, -9753.00, -435.00, -2643.00
1.94, 0.06, -0.42, 0.91, -8611.00, -1256.00, -11487.00
1.97, 0.17, -0.35, 1.02, -9143.00, -5630.00, -16542.00
2.01, 0.25, 0.00, 1.24, -12492.00, -9424.00, -17164.00
2.04, 0.59, -0.56, 0.78, -16808.00, 1187.00, -8845.00
2.07, 0.44, -0.36, 0.54, -10799.00, 4944.00, -5587.00
2.11, 0.34, -0.53, 0.63, -3650.00, 3951.00, -7014.00
2.14, 0.33, -0.43, 0.84, 46.00, 1699.00, -13304.00
2.17, 1.02, -0.80, 1.13, -10533.00, -4996.00, -6849.00
2.20, 0.57, -0.59, 0.46, -8054.00, 9076.00, -8896.00
