Backpack Acceleration Sensor, Human Sensor Module
time, accX, accY, accZ, gyX, gyY, gyZ
0.00, -0.00, -0.05, 0.95, -2482.00, 226.00, -843.00
0.11, 0.01, -0.09, 0.97, 1520.00, -1059.00, -125.00
0.23, 0.06, -0.00, 0.97, -936.00, 1795.00, -733.00
0.34, -0.01, -0.04, 1.01, 2118.00, 492.00, 755.00
0.45, 0.01, -0.06, 1.00, -183.00, -242.00, 272.00
0.57, -0.01, -0.04, 0.97, 286.00, 296.00, -1.00
0.68, -0.00, -0.04, 1.01, 44.00, 568.00, 99.00
0.79, -0.02, -0.04, 0.96, 283.00, -138.00, 596.00
0.91, 0.01, -0.04, 0.99, 80.00, 134.00, -464.00
1.02, -0.01, -0.02, 1.01, 201.00, -721.00, 87.00
1.13, 0.00, -0.03, 0.95, -193.00, -1379.00, -415.00
1.25, 0.03, -0.04, 0.96, 482.00, -197.00, -673.00
1.37, 0.05, -0.05, 0.85, -969.00, -3044.00, -1312.00
1.49, 0.01, -0.07, 1.03, 1073.00, 2977.00, 63.00
1.60, 0.02, -0.03, 1.07, -1037.00, 324.00, -679.00
1.71, 0.00, -0.05, 0.97, 1951.00, 143.00, -65.00
1.82, 0.01, -0.04, 0.99, -373.00, 761.00, 601.00
1.94, -0.03, -0.05, 1.01, 847.00, -405.00, 278.00
2.05, -0.00, -0.05, 1.00, 599.00, -401.00, -287.00
2.17, 0.01, -0.03, 0.98, -846.00, -67.00, -203.00
2.28, 0.00, -0.03, 1.03, 858.00, 54.00, -259.00
2.40, -0.00, -0.02, 1.01, 693.00, -350.00, 177.00
2.51, 0.02, -0.02, 0.97, 2655.00, -2439.00, 152.00
2.62, 0.03, 0.00, 0.94, -2045.00, 1240.00, -521.00
2.74, 0.03, -0.00, 0.97, 394.00, -846.00, -146.00
2.85, 0.05, -0.02, 0.98, 239.00, 98.00, -132.00
2.97, 0.03, -0.00, 0.94, 139.00, 247.00, 76.00
3.08, 0.03, 0.01, 0.99, 706.00, -72.00, -305.00
3.19, 0.02, 0.01, 0.98, -667.00, 450.00, 394.00
3.31, 0.02, -0.00, 0.98, -1102.00, 473.00, 73.00
3.42, 0.03, 0.02, 0.99, 1112.00, -15.00, 7.00
3.52, 0.02, -0.01, 1.01, -703.00, -242.00, 174.00
3.64, 0.01, -0.00, 1.00, -50.00, 334.00, -490.00
3.75, 0.01, -0.02, 0.96, -170.00, -375.00, 365.00
3.87, 0.02, -0.01, 0.98, 2087.00, -819.00, -1104.00
3.98, 0.03, -0.00, 0.98, -787.00, -113.00, 199.00
4.10, 0.01, 0.01, 0.99, -456.00, 1157.00, 418.00
4.21, 0.04, -0.00, 0.99, 391.00, -510.00, 63.00
4.32, 0.03, 0.01, 1.00, -366.00, -710.00, 199.00
4.44, 0.04, 0.00, 1.03, -405.00, 102.00, 93.00
4.55, 0.03, -0.01, 1.02, 1076.00, -1273.00, 246.00
4.66, 0.03, 0.00, 0.94, -1120.00, -782.00, -101.00
4.78, 0.08, 0.00, 0.95, -643.00, 980.00, -441.00
4.90, 0.06, -0.01, 0.95, 1105.00, -629.00, 433.00
5.01, 0.05, -0.01, 0.98, -113.00, 1227.00, -13.00
5.12, 0.04, -0.03, 0.98, 712.00, 8.00, 107.00
5.23, 0.04, 0.02, 0.99, -1632.00, 137.00, -536.00
5.35, 0.04, 0.01, 1.00, 903.00, 406.00, 135.00
5.46, 0.04, 0.00, 0.98, -529.00, -118.00, -33.00
5.57, 0.03, 0.00, 1.00, -45.00, -439.00, 166.00
5.68, 0.04, -0.00, 0.95, 816.00, 266.00, 434.00
5.80, 0.03, 0.01, 1.06, -136.00, 732.00, -459.00
5.91, 0.04, 0.02, 0.94, -363.00, -1141.00, 250.00
6.02, 0.02, 0.02, 0.88, -275.00, 542.00, -469.00
6.14, 0.03, -0.03, 0.94, -1402.00, -201.00, -1144.00
6.26, 0.04, 0.01, 1.09, 44.00, 1109.00, -574.00
6.37, 0.03, -0.01, 0.94, 267.00, -957.00, 787.00
6.48, -0.00, -0.04, 1.00, 455.00, 382.00, 1108.00
6.59, -0.01, -0.02, 0.98, -37.00, 182.00, -111.00
6.71, 0.01, -0.00, 1.00, -814.00, 145.00, 51.00
6.82, 0.01, -0.01, 0.95, 761.00, -454.00, -138.00
6.94, 0.02, 0.00, 0.99, -310.00, -288.00, -76.00
7.05, 0.01, -0.02, 0.99, 181.00, 448.00, 203.00
7.16, 0.02, -0.01, 0.97, -184.00, 13.00, 196.00
7.27, 0.02, -0.02, 1.01, -250.00, -645.00, 410.00
7.39, 0.02, 0.00, 1.00, 1111.00, 1220.00, 712.00
7.50, 0.02, -0.02, 0.94, -601.00, -1572.00, 387.00
7.62, 0.06, 0.01, 0.97, 209.00, 1677.00, -13.00
7.73, 0.02, 0.02, 1.01, 661.00, -356.00, 645.00
7.84, 0.05, 0.00, 1.00, -1237.00, 556.00, 1115.00
7.96, 0.00, 0.00, 0.96, -26.00, -2463.00, 772.00
8.07, 0.02, -0.03, 0.93, 468.00, 238.00, -451.00
8.19, 0.07, 0.01, 1.03, -454.00, 587.00, -678.00
8.30, 0.03, 0.01, 0.98, -230.00, -1533.00, 172.00
8.41, 0.11, 0.00, 0.93, 972.00, -1107.00, 691.00
8.52, 0.09, -0.03, -0.11, -31688.00, -7147.00, -12979.00
8.65, 0.09, -0.05, -0.08, -31136.00, -4786.00, -14052.00
8.77, 0.09, -0.06, -0.08, -29759.00, -1991.00, -14178.00
8.89, 0.10, -0.08, -0.08, -27630.00, 791.00, -13222.00
9.01, 0.11, -0.06, -0.34, 32767.00, 21797.00, 14870.00
9.13, 0.09, -0.04, -0.38, 32767.00, 27424.00, 3718.00
9.25, 0.16, 0.35, -2.00, 32767.00, 32767.00, -1037.00
9.37, -0.39, -0.30, 0.14, 17193.00, -1643.00, -7664.00
9.48, 0.05, -0.64, -0.81, 13465.00, 466.00, -38.00
9.60, 0.05, -0.68, -0.76, 32231.00, -785.00, 348.00
9.72, -0.50, 0.08, 1.04, 23165.00, 2920.00, -14414.00
9.84, -0.07, -0.57, 0.33, -25495.00, 2084.00, -763.00
9.95, -0.09, -1.08, -0.26, 123.00, 923.00, -396.00
10.07, -0.03, -1.14, -0.11, 883.00, 135.00, -252.00
10.19, 0.06, -0.99, 0.02, 700.00, 296.00, -188.00
10.30, 0.03, -1.01, 0.01, -426.00, -16.00, 103.00
10.41, 0.04, -1.04, -0.03, 186.00, -18.00, -13.00
10.52, 0.03, -1.02, -0.01, -61.00, -5.00, 0.00
10.64, 0.03, -1.03, -0.01, 53.00, 6.00, 9.00
10.74, 0.04, -1.03, -0.00, 0.00, 7.00, 11.00
10.85, 0.03, -1.03, -0.00, 31.00, -12.00, -2.00
10.96, 0.04, -1.03, -0.01, 32.00, 8.00, 6.00
11.07, 0.03, -1.02, -0.01, 43.00, 6.00, -13.00
11.18, 0.04, -1.03, -0.01, 48.00, 6.00, -4.00
11.29, 0.04, -1.03, -0.02, 20.00, -10.00, -1.00
11.40, 0.03, -1.03, -0.02, 38.00, 22.00, -4.00
11.51, 0.03, -1.02, -0.02, 41.00, 8.00, -9.00
11.62, 0.04, -1.03, -0.00, 38.00, -5.00, 9.00
11.73, 0.04, -1.03, -0.00, 1.00, 7.00, 4.00
11.84, 0.04, -1.03, -0.02, 22.00, -1.00, 0.00
11.95, 0.04, -1.03, -0.01, 20.00, 18.00, 22.00
12.06, 0.03, -1.02, -0.02, 48.00, 0.00, 24.00
12.17, 0.03, -1.03, -0.01, 21.00, -5.00, -2.00
12.28, 0.04, -1.03, -0.01, 20.00, 22.00, 10.00
12.39, 0.03, -1.02, -0.02, 19.00, 15.00, -6.00
12.50, 0.04, -1.02, -0.01, 27.00, 4.00, 40.00
12.60, 0.03, -1.03, -0.02, 43.00, 3.00, -12.00
12.71, 0.04, -1.03, -0.02, 25.00, -10.00, -16.00
12.83, 0.04, -1.03, -0.01, 16.00, -7.00, -8.00
12.94, 0.04, -1.03, -0.02, 49.00, 15.00, 14.00
13.05, 0.03, -1.02, -0.02, 30.00, -14.00, 2.00
13.16, 0.09, -0.89, -0.01, -1501.00, 995.00, 320.00
13.27, -0.83, -1.40, -0.36, -13587.00, 9610.00, -3782.00
13.40, -0.31, -1.47, -0.94, -28364.00, -22240.00, 6551.00
13.52, -0.29, -0.97, -1.14, -32768.00, -8758.00, 7361.00
13.64, -0.28, -0.35, -0.88, -24800.00, -3986.00, 5920.00
13.76, 0.03, -0.17, -0.83, -20802.00, 16243.00, -991.00
13.88, -0.38, 0.11, -0.84, -21946.00, 7972.00, -2167.00
14.00, -0.17, 0.45, -0.32, -14894.00, 11282.00, -8404.00
14.12, -0.03, 0.31, -0.25, -12347.00, -1511.00, -2045.00
14.24, -0.41, 0.83, 0.03, -14508.00, -2135.00, -4445.00
14.36, -0.29, 0.89, 0.01, -13163.00, -1369.00, 1309.00
14.48, -0.47, 0.69, 0.30, -8652.00, -1915.00, 3061.00
